Alpha,Efort mediu gasite,Efort max gasite,Efort mediu ne-gasite,Efort max ne-gasite
0.800000,2.012933,24.200000,4.786133,35.400000
0.850000,2.264667,31.400000,6.777867,53.800000
0.900000,2.573467,40.400000,10.664133,78.800000
0.950000,3.466267,77.600000,24.036000,164.400000
0.990000,5.072400,255.000000,100.831467,741.600000
-,Efort mediu gasite,Efort max gasite,Efort mediu ne-gasite,Efort max ne-gasite
-,4.834933,221.600000,99.210133,674.800000
